years,sex,Age,social status,Education level,Religion,Job,Charge,Number
"2,012",female,18,married,redaing & writing,Muslim,Employee,murder,1
"2,012",female,24,married,High school,Christian,Employee,murder,1
"2,012",female,23,married,,Christian,Employee,murder,1
"2,012",male,19,single,High school,Muslim,Employee,murder,1
"2,012",male,27,Undefined,High school,Muslim,Employee,murder,1
"2,012",female,30,single,,Muslim,Employee,murder,1
"2,012",male,24,married,High school,Muslim,Employee,murder,1
"2,012",male,26,single,High school,Muslim,Employee,murder,1
"2,012",female,31,married,,Muslim,Employee,murder,1
"2,012",male,26,single,,Christian,Employee,murder,1
"2,012",female,25,single,,Christian,Employee,murder,1
"2,012",male,22,single,High school,Muslim,Employee,murder,1
"2,012",male,27,single,High school,Muslim,Employee,murder,1
"2,012",female,29,single,,,Employee,murder,1
"2,012",male,26,single,High school,Christian,Employee,murder,1
"2,012",male,25,single,High school,Christian,Employee,murder,1
"2,012",female,27,married,High school,Christian,Employee,murder,1
"2,012",female,29,married,الدراسات العليا,Muslim,Employee,murder,1
"2,012",female,27,single,,Muslim,Employee,murder,1
"2,012",male,28,married,,Christian,Employee,murder,1
"2,012",male,23,single,اقل من الاعداديه العامه,Muslim,Employee,murder,1
"2,012",male,29,single,ثانويه Undefinedه,Muslim,Employee,murder,1
"2,012",female,19,single,,Christian,Employee,murder,1
"2,012",male,47,married,diploma,Hindu,Employee,murder,1
"2,012",male,14,single,0,Muslim,Employee,murder,1
"2,012",female,33,single,,Christian,Employee,murder,1
"2,012",male,16,single,الصف الثانى الابتدائى,Muslim,Employee,murder,1
"2,012",female,21,single,,Christian,Employee,murder,1
"2,012",female,24,single,,Muslim,Employee,murder,1
"2,012",male,28,single,,,Employee,murder,1
"2,012",female,26,single,,Christian,Employee,murder,1
"2,012",male,37,single,University,Muslim,Employee,murder,1
"2,012",female,36,single,,Hindu,Employee,murder,1
"2,012",female,25,single,,Christian,Employee,murder,1
"2,012",female,23,single,,Christian,Employee,murder,1
"2,012",male,13,single,الصف الاول الاعدادى,Muslim,Employee,murder,1
"2,012",male,21,single,High school,Muslim,Employee,murder,1
"2,012",female,23,married,الدراسات العليا,Muslim,Employee,murder,1
"2,012",female,25,single,,Christian,Employee,murder,1
"2,012",male,58,married,شهادات Universityه,Christian,Employee,murder,1
"2,012",male,20,single,0,Muslim,Employee,murder,1
"2,012",female,20,married,High school,Muslim,Employee,murder,1
"2,012",female,21,single,,Christian,Employee,murder,1
"2,012",female,33,married,High school,Christian,Employee,murder,1
"2,012",male,23,single,High school,Muslim,Employee,murder,1
"2,012",female,31,married,High school,Muslim,Employee,murder,1
"2,012",female,45,married,,Hindu,Employee,murder,1
"2,012",female,23,married,شهادات Universityه,Muslim,Employee,murder,1
"2,012",male,25,single,شهادات Universityه,Muslim,Employee,murder,1
"2,012",male,22,,,,Employee,murder,1
"2,012",male,26,,,,Employee,murder,1
"2,012",male,25,married,0,Hindu,Employee,murder,1
"2,012",male,23,single,High school,,Employee,murder,1
"2,012",male,31,single,High school,Muslim,Employee,murder,1
"2,012",male,32,single,,Muslim,Employee,murder,1
"2,012",male,31,single,uneducated,Muslim,Employee,murder,1
"2,012",female,25,single,,Muslim,Employee,murder,1
"2,012",male,18,single,High school,Muslim,Employee,murder,1
"2,012",male,27,Undefined,0,Muslim,Employee,murder,1
"2,012",male,40,married,,Muslim,Employee,murder,1
"2,012",female,33,single,redaing & writing,Muslim,Employee,murder,1
"2,012",male,38,Undefined,0,Undefined,Employee,murder,1
"2,012",male,32,married,0,Christian,Employee,murder,1
"2,012",female,27,married,0,Muslim,Employee,murder,1
"2,012",,,,,,Employee,murder,1
"2,012",male,40,married,uneducated,Muslim,Employee,murder,1
"2,012",male,51,,,Muslim,Employee,murder,1
"2,012",male,25,single,,Muslim,Employee,murder,1
"2,012",male,35,,,Muslim,Employee,murder,1
"2,012",male,23,Undefined,,Muslim,Employee,murder,1
"2,012",male,21,Undefined,,Muslim,Employee,murder,1
"2,012",male,40,married,,Muslim,Employee,murder,1
"2,012",male,55,Undefined,,سيخ,Employee,murder,1
"2,012",female,,single,,Muslim,Employee,murder,1
"2,012",male,29,Undefined,,Hindu,Employee,murder,1
"2,012",female,18,single,,Muslim,Employee,murder,1
"2,012",female,20,single,,Muslim,Employee,murder,1
"2,012",female,16,single,,Muslim,Employee,murder,1
"2,012",female,20,single,,Muslim,Employee,murder,1
"2,012",female,19,single,,Muslim,Employee,murder,1
"2,012",female,13,Undefined,,Muslim,Employee,murder,1
"2,013",male,38,divorced,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,32,divorced,High school,Muslim,Employee,murder,1
"2,013",male,86,married,uneducated,Muslim,Employee,murder,1
"2,013",male,80,ارمل,redaing & writing,Muslim,Employee,murder,1
"2,013",male,37,married,الصف الاول الاعدادى,Muslim,Employee,murder,1
"2,013",male,20,single,Undefined,Muslim,Employee,murder,1
"2,013",male,41,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,27,married,High school,Muslim,Employee,murder,1
"2,013",female,22,married,High school,Muslim,Employee,murder,1
"2,013",female,54,ارمل,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,25,married,High school,Muslim,Employee,murder,1
"2,013",male,60,,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,20,single,Undefined,Muslim,Employee,murder,1
"2,013",female,28,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,013",male,46,married,redaing & writing,Muslim,Employee,murder,1
"2,013",female,46,,uneducated,Muslim,Employee,murder,1
"2,013",male,60,married,Undefined,Muslim,Employee,murder,1
"2,013",male,46,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,41,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,63,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",female,63,divorced,uneducated,Muslim,Employee,murder,1
"2,013",male,76,,redaing & writing,Muslim,Employee,murder,1
"2,013",female,70,divorced,uneducated,Muslim,Employee,murder,1
"2,013",male,33,married,High school,Muslim,Employee,murder,1
"2,013",male,35,married,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,013",male,41,married,University,Muslim,Employee,murder,1
"2,013",female,69,,uneducated,Muslim,Employee,murder,1
"2,013",male,69,married,uneducated,Muslim,Employee,murder,1
"2,013",male,34,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,013",male,39,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,38,divorced,redaing & writing,Muslim,Employee,murder,1
"2,013",male,93,married,uneducated,Muslim,Employee,murder,1
"2,013",male,35,single,diploma,Muslim,Employee,murder,1
"2,013",female,29,married,University,Muslim,Employee,murder,1
"2,013",male,48,married,University,Muslim,Employee,murder,1
"2,013",female,57,ارمل,uneducated,Muslim,Employee,murder,1
"2,013",male,32,married,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,013",male,33,divorced,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,013",male,33,married,الصف الثانى الاعدادى,Muslim,Employee,murder,1
"2,013",male,27,married,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,013",male,61,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,38,married,Undefined,Muslim,Employee,murder,1
"2,013",male,61,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,49,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,63,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,53,married,science high school,Muslim,Employee,murder,1
"2,013",male,54,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,24,single,Undefined,Muslim,Employee,murder,1
"2,013",male,57,married,uneducated,Muslim,Employee,murder,1
"2,013",male,59,married,redaing & writing,Muslim,Employee,murder,1
"2,013",female,57,ارمل,uneducated,Muslim,Employee,murder,1
"2,013",male,48,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,34,married,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,013",male,53,married,uneducated,Muslim,Employee,murder,1
"2,013",male,59,married,uneducated,Muslim,Employee,murder,1
"2,013",female,58,ارمل,uneducated,Muslim,Employee,murder,1
"2,013",male,33,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,013",male,29,single,High school,Muslim,Employee,murder,1
"2,013",male,25,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,49,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,48,married,Middle school,Muslim,Employee,murder,1
"2,013",male,48,married,science high school,Muslim,Employee,murder,1
"2,013",male,47,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,26,married,High school,Muslim,Employee,murder,1
"2,013",male,51,married,Middle school,Muslim,Employee,murder,1
"2,013",female,43,ارمل,redaing & writing,Muslim,Employee,murder,1
"2,013",male,26,married,High school,Muslim,Employee,murder,1
"2,013",male,55,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,62,married,uneducated,Muslim,Employee,murder,1
"2,013",male,67,married,uneducated,Muslim,Employee,murder,1
"2,013",male,51,married,Secondary literary,Muslim,Employee,murder,1
"2,013",male,45,married,Secondary literary,Muslim,Employee,murder,1
"2,013",male,49,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,44,married,Middle school,Muslim,Employee,murder,1
"2,013",male,53,married,Secondary literary,Muslim,Employee,murder,1
"2,013",male,61,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,21,married,High school,Muslim,Employee,murder,1
"2,013",female,39,married,شهاده Universityه Undefinedه,Muslim,Employee,murder,1
"2,013",female,65,married,uneducated,Muslim,Employee,murder,1
"2,013",male,58,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,58,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,75,married,uneducated,Muslim,Employee,murder,1
"2,013",male,33,married,High school,Muslim,Employee,murder,1
"2,013",male,74,married,uneducated,Muslim,Employee,murder,1
"2,013",female,59,married,uneducated,Muslim,Employee,murder,1
"2,013",female,46,divorced,redaing & writing,Muslim,Employee,murder,1
"2,013",female,52,divorced,uneducated,Muslim,Employee,murder,1
"2,013",female,20,single,Undefined,Muslim,Employee,murder,1
"2,013",male,49,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,41,married,Middle school,Muslim,Employee,murder,1
"2,013",male,24,married,High school,Muslim,Employee,murder,1
"2,013",male,35,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,013",male,33,married,High school,Muslim,Employee,murder,1
"2,013",male,37,married,ليسانس حقوق,Muslim,Employee,murder,1
"2,013",male,28,divorced,University,Muslim,Employee,murder,1
"2,013",male,43,single,redaing & writing,Muslim,Employee,murder,1
"2,013",male,23,single,Undefined,Muslim,Employee,murder,1
"2,013",male,27,married,High school,Muslim,Employee,murder,1
"2,013",male,30,married,Third Grade of middle school,Muslim,Employee,murder,1
"2,013",male,22,married,High school,Muslim,Employee,murder,1
"2,013",male,26,married,High school,Muslim,Employee,murder,1
"2,013",male,45,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,36,married,Middle school,Muslim,Employee,murder,1
"2,013",male,25,single,Undefined,Muslim,Employee,murder,1
"2,013",male,30,married,Third Grade of middle school,Muslim,Employee,murder,1
"2,013",female,83,ارمل,uneducated,Muslim,Employee,murder,1
"2,013",male,40,single,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,013",male,33,single,Third Grade of middle school,Muslim,Employee,murder,1
"2,013",female,56,divorced,uneducated,Muslim,Employee,murder,1
"2,013",male,61,,redaing & writing,Muslim,Employee,murder,1
"2,013",male,54,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,20,single,Undefined,Muslim,Employee,murder,1
"2,013",male,87,,uneducated,Muslim,Employee,murder,1
"2,013",female,58,divorced,uneducated,Muslim,Employee,murder,1
"2,013",male,27,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,013",male,36,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,31,married,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,013",female,44,divorced,High school,Muslim,Employee,murder,1
"2,013",male,77,married,Secondary literary,Muslim,Employee,murder,1
"2,013",male,42,married,الصف الاول الاعدادى,Muslim,Employee,murder,1
"2,013",male,23,married,High school,Muslim,Employee,murder,1
"2,013",male,22,married,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,013",male,33,married,شهاده الاعداديه العامه,Muslim,Employee,murder,1
"2,013",male,37,married,Undefined,Muslim,Employee,murder,1
"2,013",male,27,married,diploma فى التقنيه العليا,Muslim,Employee,murder,1
"2,013",female,43,divorced,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,41,married,High school,Muslim,Employee,murder,1
"2,013",male,23,married,Third Grade of middle school,Muslim,Employee,murder,1
"2,013",male,31,married,High school,Muslim,Employee,murder,1
"2,013",male,25,married,Undefined,Muslim,Employee,murder,1
"2,013",male,28,married,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,013",male,23,single,Undefined,Muslim,Employee,murder,1
"2,013",male,21,married,الصف الاول الاعدادى,Muslim,Employee,murder,1
"2,013",male,41,married,Secondary literary,Muslim,Employee,murder,1
"2,013",male,32,married,High school,Muslim,Employee,murder,1
"2,013",female,49,,uneducated,Muslim,Employee,murder,1
"2,013",female,26,married,Secondary literary,Muslim,Employee,murder,1
"2,013",male,24,single,Undefined,Muslim,Employee,murder,1
"2,013",female,47,divorced,redaing & writing,Muslim,Employee,murder,1
"2,013",male,35,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,013",female,28,married,High school,Muslim,Employee,murder,1
"2,013",male,32,married,Third Grade of middle school,Muslim,Employee,murder,1
"2,013",male,25,married,الشهاده الابتدائيه العامه,Muslim,Employee,murder,1
"2,013",male,36,married,Middle school,Muslim,Employee,murder,1
"2,013",male,28,married,Secondary literary,Muslim,Employee,murder,1
"2,013",male,38,married,Undefined,Muslim,Employee,murder,1
"2,013",male,42,married,science high school,Muslim,Employee,murder,1
"2,013",male,19,single,Undefined,Muslim,Employee,murder,1
"2,013",male,28,married,High school,Muslim,Employee,murder,1
"2,013",male,56,married,Undefined,Muslim,Employee,murder,1
"2,013",male,46,married,Middle school,Muslim,Employee,murder,1
"2,013",male,19,single,Undefined,Muslim,Employee,murder,1
"2,013",male,19,single,Undefined,Muslim,Employee,murder,1
"2,013",male,45,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,27,married,High school,Muslim,Employee,murder,1
"2,013",male,42,married,اقل من الابتدائيه العامه,Muslim,Employee,murder,1
"2,013",male,17,single,Undefined,Muslim,Employee,murder,1
"2,013",male,39,married,Middle school,Muslim,Employee,murder,1
"2,013",male,19,single,Undefined,Muslim,Employee,murder,1
"2,013",male,27,married,High school,Muslim,Employee,murder,1
"2,013",male,26,married,High school,Muslim,Employee,murder,1
"2,013",female,28,married,High school,Muslim,Employee,murder,1
"2,013",male,22,,Undefined,Muslim,Employee,murder,1
"2,013",male,63,married,Undefined,Muslim,Employee,murder,1
"2,013",female,24,divorced,Undefined,Muslim,Employee,murder,1
"2,013",male,34,married,الشهاده الابتدائيه العامه,Muslim,Employee,murder,1
"2,013",male,31,divorced,redaing & writing,Muslim,Employee,murder,1
"2,013",male,32,married,redaing & writing,Muslim,Employee,murder,1
"2,013",female,44,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,19,single,Undefined,Muslim,Employee,murder,1
"2,013",male,58,divorced,redaing & writing,Muslim,Employee,murder,1
"2,013",female,47,divorced,University,Muslim,Employee,murder,1
"2,013",female,35,divorced,Middle school,Muslim,Employee,murder,1
"2,013",male,27,married,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,013",male,57,married,uneducated,Muslim,Employee,murder,1
"2,013",male,48,married,High school,Muslim,Employee,murder,1
"2,013",male,17,single,Undefined,Muslim,Employee,murder,1
"2,013",female,50,ارمل,Undefined,Muslim,Employee,murder,1
"2,013",male,26,married,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,013",male,15,single,Undefined,Muslim,Employee,murder,1
"2,013",female,43,divorced,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,36,married,Third Grade of middle school,Muslim,Employee,murder,1
"2,013",female,17,married,Undefined,Muslim,Employee,murder,1
"2,013",male,25,married,الصف الاول الاعدادى,Muslim,Employee,murder,1
"2,013",male,21,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,54,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,37,married,Middle school,Muslim,Employee,murder,1
"2,013",male,42,married,Secondary literary,Muslim,Employee,murder,1
"2,013",male,30,married,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,013",male,38,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,20,married,High school,Muslim,Employee,murder,1
"2,013",male,18,divorced,High school,Muslim,Employee,murder,1
"2,013",male,42,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,54,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,13,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,40,single,الصف الثالث الثانوى,,Employee,murder,1
"2,013",male,46,married,University,Muslim,Employee,murder,1
"2,013",male,64,married,University,Muslim,Employee,murder,1
"2,013",male,41,married,0,Muslim,Employee,murder,1
"2,013",male,39,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,23,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,51,married,High school,Muslim,Employee,murder,1
"2,013",male,38,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,46,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",female,43,married,redaing & writing,بوذي,Employee,murder,1
"2,013",male,53,married,الصف الثالث الثانوى,Hindu,Employee,murder,1
"2,013",male,51,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",female,33,married,University,Muslim,Employee,murder,1
"2,013",male,19,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,43,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",female,25,single,redaing & writing,Muslim,Employee,murder,1
"2,013",male,24,single,High school,Muslim,Employee,murder,1
"2,013",male,43,single,redaing & writing,Hindu,Employee,murder,1
"2,013",male,18,married,diploma,Muslim,Employee,murder,1
"2,013",male,14,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",female,39,divorced,Undefined,Muslim,Employee,murder,1
"2,013",male,38,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,45,married,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,013",male,41,single,,Muslim,Employee,murder,1
"2,013",male,46,single,University,Muslim,Employee,murder,1
"2,013",female,42,married,بكالوريس تجاره وعلوم اداريه,Muslim,Employee,murder,1
"2,013",male,41,married,شهاده الاعداديه العامه,Hindu,Employee,murder,1
"2,013",male,40,married,,Muslim,Employee,murder,1
"2,013",male,48,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,47,single,,Muslim,Employee,murder,1
"2,013",female,32,single,الصف الثالث الثانوى,Christian,Employee,murder,1
"2,013",female,14,single,0,Muslim,Employee,murder,1
"2,013",male,57,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,47,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,59,married,ثانويه Undefinedه,Muslim,Employee,murder,1
"2,013",male,27,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,013",male,37,single,الصف الاول الثانوى,,Employee,murder,1
"2,013",male,39,single,redaing & writing,Muslim,Employee,murder,1
"2,013",female,35,married,redaing & writing,Muslim,Employee,murder,1
"2,013",male,39,single,0,Christian,Employee,murder,1
"2,013",male,40,single,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,013",male,39,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,40,married,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,013",male,39,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",female,52,married,الصف الثالث الثانوى,Hindu,Employee,murder,1
"2,013",male,47,Undefined,الصف الاول الاعدادى,Muslim,Employee,murder,1
"2,013",male,57,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,40,Undefined,,Muslim,Employee,murder,1
"2,013",male,53,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,53,married,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,013",female,37,ارمل,الصف الخامس الابتدائى,Muslim,Employee,murder,1
"2,013",male,43,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,013",male,50,Undefined,0,Muslim,Employee,theft,1
"2,013",male,51,married,redaing & writing,Muslim,Employee,theft,1
"2,013",male,40,single,الصف السادس الابتدائى,Muslim,Employee,theft,1
"2,013",female,36,married,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,37,single,redaing & writing,Muslim,Employee,theft,1
"2,013",female,27,married,redaing & writing,Muslim,Employee,theft,1
"2,013",male,18,single,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,36,married,الصف الثالث الثانوى,Hindu,Employee,theft,1
"2,013",male,58,married,الصف السادس الابتدائى,Muslim,Employee,theft,1
"2,013",male,49,married,0,Muslim,Employee,theft,1
"2,013",male,53,single,الصف الاول الثانوى,Muslim,Employee,theft,1
"2,013",male,42,single,ابتدائيه عامه,Muslim,Employee,theft,1
"2,013",male,64,single,High school,Hindu,Employee,theft,1
"2,013",male,62,married,uneducated,Muslim,Employee,theft,1
"2,013",male,27,married,الصف الثانى الاعدادى,Muslim,Employee,theft,1
"2,013",male,43,married,uneducated,Christian,Employee,theft,1
"2,013",female,47,married,الصف الاول الاعدادى,Christian,Employee,theft,1
"2,013",male,55,married,بكالوريس تجاره وعلوم اداريه,Muslim,Employee,theft,1
"2,013",male,50,married,الصف الثالث الثانوى,Christian,Employee,theft,1
"2,013",male,41,single,uneducated,Hindu,Employee,theft,1
"2,013",male,32,married,الدراسات العليا,Muslim,Employee,theft,1
"2,013",male,38,married,الصف الاول الاعدادى,Muslim,Employee,theft,1
"2,013",male,36,single,High school,Muslim,Employee,theft,1
"2,013",male,51,married,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,36,single,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,43,single,0,Muslim,Employee,theft,1
"2,013",male,33,single,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,29,married,uneducated,Muslim,Employee,theft,1
"2,013",male,19,single,الصف الثالث الثانوى,,Employee,theft,1
"2,013",male,47,single,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,46,married,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,51,married,High school,Muslim,Employee,theft,1
"2,013",male,63,married,High school,Hindu,Employee,theft,1
"2,013",male,47,married,الصف الاول الثانوى,Hindu,Employee,theft,1
"2,013",male,27,single,,Muslim,Employee,theft,1
"2,013",male,39,married,0,Muslim,Employee,theft,1
"2,013",male,47,married,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",female,30,single,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,48,married,الصف الثالث الثانوى,,Employee,theft,1
"2,013",male,57,married,diploma,Muslim,Employee,theft,1
"2,013",male,39,married,الصف الاول الثانوى,Muslim,Employee,theft,1
"2,013",male,38,single,0,Muslim,Employee,theft,1
"2,013",male,24,,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,16,single,0,Muslim,Employee,theft,1
"2,013",male,12,,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,30,single,0,Muslim,Employee,theft,1
"2,013",male,30,Undefined,الصف السادس الابتدائى,Muslim,Employee,theft,1
"2,013",male,40,married,High school,Muslim,Employee,theft,1
"2,013",male,36,single,redaing & writing,Muslim,Employee,theft,1
"2,013",male,33,single,الصف الثالث الثانوى,Christian,Employee,theft,1
"2,013",male,40,single,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,29,married,الصف الثانى الثانوى,Muslim,Employee,theft,1
"2,013",male,37,single,uneducated,Muslim,Employee,theft,1
"2,013",male,46,single,شهادات Universityه,Muslim,Employee,theft,1
"2,013",male,13,single,,,Employee,theft,1
"2,013",male,40,married,High school,Muslim,Employee,theft,1
"2,013",male,41,married,High school,Muslim,Employee,theft,1
"2,013",female,27,married,شهاده الاعداديه العامه,Muslim,Employee,theft,1
"2,013",male,34,single,0,Muslim,Employee,theft,1
"2,013",male,33,married,High school,Muslim,Employee,theft,1
"2,013",female,52,married,شهادات Universityه,Christian,Employee,theft,1
"2,013",male,33,married,redaing & writing,Muslim,Employee,theft,1
"2,013",female,38,married,High school,Hindu,Employee,theft,1
"2,013",male,41,single,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,15,single,الصف الثانى الثانوى,Muslim,Employee,theft,1
"2,013",male,57,married,شهادات Universityه,Muslim,Employee,theft,1
"2,013",female,10,single,,Muslim,Employee,theft,1
"2,013",male,10,single,الصف الاول الثانوى,Muslim,Employee,theft,1
"2,013",male,37,married,الصف السادس الابتدائى,Muslim,Employee,theft,1
"2,013",male,29,married,uneducated,Muslim,Employee,theft,1
"2,013",male,11,single,اقل من الابتدائيه العامه,Muslim,Employee,theft,1
"2,013",male,55,married,uneducated,Muslim,Employee,theft,1
"2,013",female,41,married,شهادات Universityه,Muslim,Employee,theft,1
"2,013",male,37,married,الصف الثانى الثانوى,Hindu,Employee,theft,1
"2,013",male,43,married,شهادات Universityه,Muslim,Employee,theft,1
"2,013",male,32,single,High school,Muslim,Employee,theft,1
"2,013",male,37,single,redaing & writing,Hindu,Employee,theft,1
"2,013",female,31,married,redaing & writing,Christian,Employee,theft,1
"2,013",male,33,married,Undefined,Muslim,Employee,theft,1
"2,013",male,54,married,uneducated,Muslim,Employee,theft,1
"2,013",male,46,married,شهاده الاعداديه العامه,Muslim,Employee,theft,1
"2,013",male,29,married,Undefined,Muslim,Employee,theft,1
"2,013",female,24,single,High school,Muslim,Employee,theft,1
"2,013",male,34,,,,Employee,theft,1
"2,013",female,48,married,شهادات Universityه,Muslim,Employee,theft,1
"2,013",male,48,married,uneducated,Muslim,Employee,theft,1
"2,013",male,57,married,High school,Muslim,Employee,theft,1
"2,013",female,31,single,High school,Christian,Employee,theft,1
"2,013",male,50,single,uneducated,Hindu,Employee,theft,1
"2,013",male,32,single,uneducated,Muslim,Employee,theft,1
"2,013",male,31,single,شهاده الاعداديه العامه,Muslim,Employee,theft,1
"2,013",female,37,single,uneducated,Hindu,Employee,theft,1
"2,013",male,32,single,redaing & writing,Muslim,Employee,theft,1
"2,013",male,26,single,uneducated,Muslim,Employee,theft,1
"2,013",male,32,single,redaing & writing,Muslim,Employee,theft,1
"2,013",male,33,single,High school,Muslim,Employee,theft,1
"2,013",female,8,single,الصف الخامس الابتدائى,Muslim,Employee,theft,1
"2,013",female,27,single,High school,Muslim,Employee,theft,1
"2,013",male,27,single,ابتدائيه عامه,Muslim,Employee,theft,1
"2,013",male,31,single,,Hindu,Employee,theft,1
"2,013",male,45,married,الصف الاول الثانوى,Muslim,Employee,theft,1
"2,013",male,50,married,شهاده Universityه Undefinedه,Hindu,Employee,theft,1
"2,013",male,31,single,redaing & writing,Muslim,Employee,theft,1
"2,013",male,62,married,University,Christian,Employee,theft,1
"2,013",male,57,married,High school,Muslim,Employee,theft,1
"2,013",male,32,married,redaing & writing,Muslim,Employee,theft,1
"2,013",male,40,married,redaing & writing,Hindu,Employee,theft,1
"2,013",male,33,single,الصف الثالث الثانوى,Muslim,Employee,theft,1
"2,013",male,30,single,الصف السادس الابتدائى,Hindu,Employee,theft,1
"2,013",male,30,married,0,Muslim,Employee,theft,1
"2,013",female,9,single,,Muslim,Employee,theft,1
